,company_name,Type,Rating(K),Employees,Extra_Info
5672,Ewac Alloys,Industrial Machinery,4.2,51-200 Employees,Mumbai +27 more
5673,TPF Engineering,Engineering & Construction,4.1,201-500 Employees,Navi Mumbai +24 more
5674,AL JABER GROUP,Engineering & Construction,4.5,1k-5k Employees,Abu Dhabi +12 more
5675,Jasmin Infotech,Hardware & Networking,4.2,501-1k Employees,Chennai +1 more
5676,WM Logistics,Logistics,3.6,501-1k Employees,Houstan +1 more
5677,YouTube,Internet,4.6,10k-50k Employees,San Bruno +29 more
5678,ABT Maruti,Automobile,4.2,1k-5k Employees (Global),Coimbatore +15 more
5679,Amps Electrical Facility Services,Facility Management Services,3.4,201-500 Employees,Bangalore/Bengaluru +14 more
5680,Reventics,Healthcare,4.3,201-500 Employees,Denver
5681,Hermes I Tickets,Internet,4.3,51-200 Employees,Chennai +17 more
5682,Lilavati Hospital & Research Centre,Healthcare,4.2,1k-5k Employees,Mumbai +7 more
5683,Haldiram Bhujiawala,Food Processing,3.7,201-500 Employees,Kolkata +29 more
5684,Anna University,Education & Training,3.9,1k-5k Employees,Chennai +14 more
5685,Bygging India,Engineering & Construction,4.3,201-500 Employees,40 years old
5686,Edwise International,Education & Training,4.2,201-500 Employees,Mumbai +15 more
5687,Orchid Hotel,Hospitality,4.2,51-200 Employees,Bangalore/Bengaluru +8 more
5688,Enpro Industries,Oil & Gas,4.2,201-500 Employees,Pune +2 more
5689,Sresta Natural Bioproducts,FMCG,3.5,201-500 Employees,Hyderabad +26 more
5690,India Pistons,Auto Components,3.7,1k-5k Employees,74 years old
5691,NKC Projects,Engineering & Construction,4.1,51-200 Employees,Gurgaon +15 more
5692,Roots Multiclean,Industrial Machinery,3.7,1k-5k Employees,31 years old
5693,Selectsys,BPO,3.8,51-200 Employees,Knoxville
5694,United Bank of India,Banking,3.9,501-1k Employees,73 years old
5695,Mansukh Securities & Finance,Financial Services,2.6,51-200 Employees,New Delhi +8 more
5696,Education Culture,Education & Training,4.7,51-200 Employees,Ludhiana +7 more
5697,Dahua Technology India Pvt.Ltd.,IT Services & Consulting,3.8,51-200 Employees,
5698,Sri Chaitanya Schools,Education & Training,3.8,11-50 Employees,37 years old
5699,Vserve Ebusiness Solutions,IT Services & Consulting,4.5,201-500 Employees,New York +8 more
5700,IL&FS Skills Development Corporation,Education & Training,3.7,11-50 Employees,Mumbai +43 more
5701,TVS Upasana Engineering,Automobile,3.5,51-200 Employees,38 years old
5702,FM INDIA SUPPLY CHAIN,Logistics,3.8,1k-5k Employees,Pune +21 more
5703,Country Club Hospitality & Holidays,Hospitality,3.7,201-500 Employees,Hyderabad +18 more
5704,Smarter BIZ Technologies,IT Services & Consulting,3.0,51-200 Employees,9 years old
5705,Ummeed Housing Finance,Financial Services,4.2,201-500 Employees,Gurgaon +23 more
5706,The Hindu Group,Printing & Publishing,3.9,1k-5k Employees,145 years old
5707,CTR Manufacturing Industries,Electronics Manufacturing,3.7,51-200 Employees,59 years old
5708,Concentrix Catalyst,IT Services & Consulting,3.6,10k-50k Employees (Global),Newark +7 more
5709,Fitelo,Fitness & Wellness,4.2,51-200 Employees,4 years old
5710,Lulu Hypermarket,Retail,3.9,201-500 Employees,Abu Dhabi +22 more
5711,WPIL,Building Material,3.9,201-500 Employees,71 years old
5712,Epicor Software Corporation,IT Services & Consulting,3.8,501-1k Employees,Austin +3 more
5713,Leena Powertech Engineers,Engineering & Construction,3.2,51-200 Employees,Mumbai +8 more
5714,Global Opportunities,EdTech,3.9,51-200 Employees,Delhi/NCR +13 more
5715,Atos Technologies,Pune +9 more,4.3,,
5716,National Mineral Development Corporation,Metals & Mining,4.4,5k-10k Employees (Global),65 years old
5717,RGBSI,Recruitment,3.9,201-500 Employees,Troy +7 more
5718,Synchronoss Technologies,Telecom,4.4,501-1k Employees,Bridgewater +3 more
5719,Motilal Oswal Securities,1k-5k Employees (Global),4.1,Mumbai +20 more,
5720,Aranca,Analytics & KPO,3.7,501-1k Employees,Mumbai +2 more
5721,UnitedHealthcare Parekh Insurance TPA,Healthcare,4.1,51-200 Employees,Minnesota +11 more
5722,Technosoft Corporation,IT Services & Consulting,3.2,Chennai +6 more,
5723,Senvion,Power,4.2,51-200 Employees,6 years old
5724,EVIO,Power,4.0,51-200 Employees,Mumbai +8 more
5725,Architect Hafeez Contractor,Architecture & Interior Design,4.0,201-500 Employees,Mumbai +5 more
5726,Auto Ignition,Auto Components,3.7,501-1k Employees,Palwal +4 more
5727,CETPA InfoTech,IT Services & Consulting,4.2,501-1k Employees,Noida +5 more
5728,Arundhati Jewellers,Jewellery,4.3,201-500 Employees,Bhubaneswar +6 more
5729,John Crane Sealing Systems India,Industrial Machinery,3.7,201-500 Employees,Chicago +3 more
5730,Bullmen Realty,Real Estate,3.1,201-500 Employees,Noida +10 more
5731,Qualtech Consultants,IT Services & Consulting,3.6,201-500 Employees,Noida +2 more
5732,Khaitan Electricals,Food Processing,3.3,201-500 Employees,42 years old
5733,City Montessori School,Education & Training,3.8,1k-5k Employees,Lucknow +8 more
5734,Windsor Machines,Industrial Machinery,3.6,501-1k Employees,60 years old
5735,In2IT Technologies,IT Services & Consulting,3.7,201-500 Employees,Irving +8 more
5736,DB Engineering & Consulting,Railways,4.5,201-500 Employees,Berlin +9 more
5737,SPX Flow Technology,Industrial Machinery,4.3,51-200 Employees,Charlotte +8 more
5738,Mahindra Sanyo Special Steel,Iron & Steel,3.7,1k-5k Employees,Khopoli +5 more
5739,Avvashya Cci Logistics,Logistics,4.0,1k-5k Employees,Mumbai +20 more
5740,Global Cloud Xchange,Telecom,3.6,501-1k Employees,Hamilton +6 more
5741,Ester Industries,Chemicals / Agri Inputs,4.0,501-1k Employees,38 years old
5742,NMIMS,Education & Training,3.9,1k-5k Employees (Global),Mumbai +18 more
5743,KDK Software,Software Product,3.9,51-200 Employees,Jaipur +7 more
5744,Dhandhania Infotech,IT Services & Consulting,3.3,501-1k Employees,Nagpur  +1 more
5745,Synchronoss Technologies,Telecom,4.4,501-1k Employees,Bridgewater +3 more
5746,Motilal Oswal Securities,1k-5k Employees (Global),4.1,Mumbai +20 more,
5747,Atos Technologies,Pune +9 more,4.3,,
5748,Damodar Valley Corporation,Power,4.0,5k-10k Employees,Kolkata +13 more
5749,National Mineral Development Corporation,Metals & Mining,4.4,5k-10k Employees (Global),65 years old
5750,RGBSI,Recruitment,3.9,201-500 Employees,Troy +7 more
5751,John Deere Financial,NBFC,4.3,5k-10k Employees,Johnston +26 more
5752,DB Engineering & Consulting,Railways,4.5,201-500 Employees,Berlin +9 more
5753,Epicor Software Corporation,IT Services & Consulting,3.8,501-1k Employees,Austin +3 more
5754,ION Group,5k-10k Employees,3.8,Noida +8 more,
5755,Sundaram Home Finance,NBFC,4.2,1k-5k Employees,24 years old
5756,Radiant Appliances,Electronics Manufacturing,3.9,1k-5k Employees,Hyderabad/Secunderabad +2 more
5757,Unschool Learning,EdTech,3.3,1k-5k Employees,4 years old
5758,Arundhati Jewellers,Jewellery,4.3,201-500 Employees,Bhubaneswar +6 more
5759,John Crane Sealing Systems India,Industrial Machinery,3.7,201-500 Employees,Chicago +3 more
5760,Leena Powertech Engineers,Engineering & Construction,3.2,51-200 Employees,Mumbai +8 more
5761,Bullmen Realty,Real Estate,3.1,201-500 Employees,Noida +10 more
5762,G7 CR Technologies,IT Services & Consulting,3.3,51-200 Employees,Bangalore  +1 more
5763,City Montessori School,Education & Training,3.8,1k-5k Employees,Lucknow +8 more
5764,Windsor Machines,Industrial Machinery,3.6,501-1k Employees,60 years old
5765,Prasol Chemicals,Chemicals,3.2,51-200 Employees,Mumbai +4 more
5766,SPX Flow Technology,Industrial Machinery,4.3,51-200 Employees,Charlotte +8 more
5767,Ayesa,IT Services & Consulting,4.1,201-500 Employees,Sevilla +6 more
5768,DLT Lab Technologies,IT Services & Consulting,2.9,201-500 Employees,Toronto +2 more
5769,Architect Hafeez Contractor,Architecture & Interior Design,4.0,201-500 Employees,Mumbai +5 more
5770,Amity Software Systems,Software Product,4.1,201-500 Employees,2023 years old
5771,Accenture Federal Services,201-500 Employees,4.1,Bengaluru/Bangalore +13 more,
5772,Axalta Coating Systems,Chemicals,4.3,51-200 Employees,Philadelphia +16 more
5773,Cheers Interactive,Management Consulting,3.6,51-200 Employees,Utrecht +4 more
5774,Intuit,IT Services & Consulting,3.9,1k-5k Employees,18 years old
5775,InfoVision Labs,IT Services & Consulting,3.9,1k-5k Employees,Pune +3 more
5776,Gunnebo,Defence & Aerospace,3.8,1k-5k Employees,Gothenburg +11 more
5777,NPCC Engineering,Oil & Gas,3.4,201-500 Employees,Mumbai +9 more
5778,Harita Fehrer,Auto Components,4.0,51-200 Employees,Hosur +5 more
5779,Municipal Corporation of Greater Mumbai,Government,3.9,501-1k Employees,135 years old
5780,ACI Worldwide,Software Product,4.3,501-1k Employees,Coral Gables +3 more
5781,QDVC,Engineering & Construction,4.8,51-200 Employees,Doha +4 more
5782,The Web Plant,51-200 Employees,4.2,12 years old,
5783,Zcl Chemicals,Pharma,3.4,51-200 Employees,Mumbai +2 more
5784,SPRAY ENGINEERING DEVICES,Industrial Machinery,4.3,201-500 Employees,Mohali +4 more
5785,Laxmi Remote India,Pharma,3.7,201-500 Employees,Noida +6 more
5786,Saija Finance,NBFC,4.0,501-1k Employees,Patna +22 more
5787,JSW Severfield Structures,Engineering & Construction,3.3,501-1k Employees,Mumbai +4 more
5788,Bosch Power Tools,Industrial Machinery,4.5,201-500 Employees,Leinfelden +20 more
5789,Amar Cars,Automobile,3.8,501-1k Employees,Vadodara +10 more
5790,Automation Anywhere,Internet,3.8,501-1k Employees,San Jose +8 more
5791,Anri Solutions HR Services,Recruitment,2.9,11-50 Employees,Delhi +1 more
5792,Sankara Nethralaya,Non-Profit,4.1,10k-50k Employees,Chennai +4 more
5793,Attica Gold,Financial Services,4.4,501-1k Employees,Bengaluru +12 more
5794,i-Source Infosystems,IT Services & Consulting,3.8,201-500 Employees,Pune +14 more
5795,IndiaLends,Financial Services,3.7,201-500 Employees,9 years old
5796,Radhakrishna Foodland,Logistics,4.1,1k-5k Employees,Thane +22 more
5797,Oaknet Healthcare,Pharma,3.6,201-500 Employees,Mumbai +26 more
5798,Barbrik Project,Engineering & Construction,3.8,501-1k Employees,15 years old
5799,School of Education,Education & Training,4.2,Bengaluru/Bangalore +43 more,
5800,Kohler Power,Power,4.4,51-200 Employees,
5801,IFortis Worldwide,IT Services & Consulting,3.7,1k-5k Employees,Bengaluru/Bangalore +8 more
5802,Belstar Microfinance,NBFC,4.1,1k-5k Employees,
5803,Egniol Services,5 years old,4.2,Ahmedabad +3 more,
5804,Zypp Electric,Internet,3.8,201-500 Employees,6 years old
5805,nurture.farm,Agriculture,3.3,201-500 Employees,Bangalore/Bengaluru +30 more
5806,Ruloans,Financial Services,3.9,51-200 Employees (Global),27 years old
5807,Philip Morris International,FMCG,3.7,51-200 Employees,36 years old
5808,Reserve Bank of India,Banking,4.5,10k-50k Employees,88 years old
5809,DMI,IT Services & Consulting,3.8,1k-5k Employees,Bethesda +9 more
5810,Nippon Toyota,Auto Components,4.3,201-500 Employees,Kochi/Cochin +9 more
5811,Jasper Industries,Automobile,4.2,501-1k Employees,Hyderabad +15 more
5812,Aczet,Electronics Manufacturing,3.6,51-200 Employees,Dubai +10 more
5813,S&IB Services,Facility Management Services,4.0,201-500 Employees,Kolkata +16 more
5814,Chiripal Poly Films,Packaging,4.3,501-1k Employees,11 years old
5815,Skets Studio,Architecture & Interior Design,3.9,501-1k Employees,New Delhi +2 more
5816,Indwell,Engineering & Construction,4.0,51-200 Employees (Global),Vijayawada +16 more
5817,Sunbeam School,Education & Training,4.2,10k-50k Employees,Varanasi +17 more
5818,Pyrotech Electronics,Electronics Manufacturing,3.8,51-200 Employees,Udaipur +6 more
5819,Orange City Water,Waste Management,4.0,201-500 Employees,Nagpur +2 more
5820,Zypp Electric,Internet,3.8,201-500 Employees,6 years old
5821,nurture.farm,Agriculture,3.3,201-500 Employees,Bangalore/Bengaluru +30 more
5822,OSB India,Financial Services,3.3,201-500 Employees,Bangalore/Bengaluru +3 more
5823,Government Polytechnic Nagpur,Education & Training,3.7,1k-5k Employees,109 years old
5824,Savista Global Solutions,Analytics & KPO,3.9,501-1k Employees,Georgia +3 more
5825,Lakshmi Life Sciences,Defence & Aerospace,3.1,201-500 Employees,19 years old
5826,IFortis Worldwide,IT Services & Consulting,3.7,1k-5k Employees,Bengaluru/Bangalore +8 more
5827,Belstar Microfinance,NBFC,4.1,1k-5k Employees,
5828,Ruloans,Financial Services,3.9,51-200 Employees (Global),27 years old
5829,Coherent Market Insights,Management Consulting,4.2,201-500 Employees,Burlingame
5830,Nv Group,Beverage,3.9,501-1k Employees,New Delhi +14 more
5831,Futurz Staffing Solutions,Recruitment,3.7,51-200 Employees,Mumbai +26 more
5832,GKB Opticals,Retail,4.3,51-200 Employees,Kolkata +21 more
5833,NIMS University,Education & Training,2.8,501-1k Employees,Jaipur +6 more
5834,Overseas Health Care,Pharma,2.8,501-1k Employees,Jalandhar +27 more
5835,Rexel,Industrial Automation,3.8,201-500 Employees,9 years old
5836,MTAR Technologies,Defence & Aerospace,4.3,1k-5k Employees,53 years old
5837,Shemaroo Entertainment,Media & Entertainment,3.5,501-1k Employees,61 years old
5838,GENWORKS Health,Healthcare,3.3,201-500 Employees,Bengaluru +20 more
5839,Kanakia Spaces,Real Estate,3.6,51-200 Employees,Mumbai +2 more
5840,BSR,Management Consulting,3.3,1k-5k Employees (Global),San Francisco +17 more
5841,Minda Stoneridge Instruments,Auto Components,3.7,1k-5k Employees,New Delhi +3 more
5842,Frost & Sullivan,Management Consulting,3.6,201-500 Employees,San Antonio +7 more
5843,VIS Networks,Telecom,4.3,201-500 Employees,Bangalore/Bengaluru +14 more
5844,Polaris,Automobile,4.0,201-500 Employees,Medina +11 more
5845,Fedora Solutions,IT Services & Consulting,3.7,501-1k Employees,Charlotte +1 more
5846,Metro Tyres,Auto Components,3.7,201-500 Employees,55 years old
5847,Comcast,Engineering & Construction,4.2,1k-5k Employees,2023 years old
5848,Green Agrevolution,Agriculture,3.9,501-1k Employees,Patna +43 more
5849,Hirschvogel Components,Auto Components,3.9,5k-10k Employees,Denklingen +1 more
5850,Pacific India,Real Estate,3.6,1k-5k Employees (Global),New Delhi +13 more
5851,G.S.E.C,Logistics,4.1,51-200 Employees,Ahmedabad +11 more
5852,BG Distributors,FMCG,3.7,201-500 Employees,Kolkata +19 more
5853,Cethar,Industrial Machinery,3.4,501-1k Employees,Tiruchirapalli  +11 more
5854,Sagitec Solutions,IT Services & Consulting,3.9,51-200 Employees,Saint Paul +2 more
5855,Ministry of Rural Development India,Government,4.4,51-200 Employees,49 years old
5856,Lauren Information Technologies,IT Services & Consulting,4.0,201-500 Employees,Mumbai +13 more
5857,ATC Tires,Auto Components,3.6,1k-5k Employees,Mumbai +13 more
5858,Manipal Business Solutions,Gurgaon/Gurugram +36 more,3.9,,
5859,Creative Garments,Fashion & Textile,4.1,501-1k Employees,Mumbai +12 more
5860,EagleView,IT Services & Consulting,3.3,201-500 Employees,Bellevue +1 more
5861,Quale Infotech,IT Services & Consulting,4.6,51-200 Employees,New Delhi +9 more
5862,Comcast,Engineering & Construction,4.2,1k-5k Employees,2023 years old
5863,Kanakia Spaces,Real Estate,3.6,51-200 Employees,Mumbai +2 more
5864,Polaris,Automobile,4.0,201-500 Employees,Medina +11 more
5865,Green Agrevolution,Agriculture,3.9,501-1k Employees,Patna +43 more
5866,Hirschvogel Components,Auto Components,3.9,5k-10k Employees,Denklingen +1 more
5867,Strategic Learning Solutions,BPO,4.3,201-500 Employees,Gurgaon/Gurugram +21 more
5868,GKB Opticals,Retail,4.3,51-200 Employees,Kolkata +21 more
5869,G.S.E.C,Logistics,4.1,51-200 Employees,Ahmedabad +11 more
5870,Pacific India,Real Estate,3.6,1k-5k Employees (Global),New Delhi +13 more
5871,Frost & Sullivan,Management Consulting,3.6,201-500 Employees,San Antonio +7 more
5872,Nv Group,Beverage,3.9,501-1k Employees,New Delhi +14 more
5873,NATIONAL SKILL DEVELOPMENT CORPORATION,Non-Profit,3.7,51-200 Employees,New Delhi +32 more
5874,Chennais Amirta International Institute of Hotel Management,Education & Training,3.4,501-1k Employees,Chennai +12 more
5875,Jamboree Education,EdTech,3.8,201-500 Employees,Delhi +17 more
5876,DS-MAX Properties,Real Estate,4.0,5k-10k Employees,Bangalore/Bengaluru +5 more
5877,RLabs Enterprise Services,IT Services & Consulting,3.7,1k-5k Employees,10 years old
5878,DLF Brands,Retail,3.7,1k-5k Employees,New Delhi +14 more
5879,JWIL,Facility Management Services,4.2,51-200 Employees,
5880,SP Apparels,Fashion & Textile,4.1,1k-5k Employees,17 years old
5881,Embio Limited mahad Raigad,Pharma,3.7,51-200 Employees,Mumbai +5 more
5882,Paranjape Schemes Construction,Real Estate,4.0,201-500 Employees,Pune +7 more
5883,Rishabh Software,Software Product,3.9,501-1k Employees,Vadodara/Baroda +2 more
5884,Essel Infraprojects,Engineering & Construction,3.6,1k-5k Employees,Noida +21 more
5885,Ludhiana Beverages,Beverage,4.0,51-200 Employees,Ludhiana +5 more
5886,Weavetex Overseas,Fashion & Textile,4.2,201-500 Employees,Baghpat +7 more
5887,NSL Sugars,Food Processing,4.0,201-500 Employees,Hyderabad +14 more
5888,Maintec Technologies,IT Services & Consulting,3.2,201-500 Employees,Bangalore/Bengaluru +8 more
5889,Facebook,Internet,4.4,1k-5k Employees,19 years old
5890,Medgenome Labs,Biotechnology,3.5,201-500 Employees,10 years old
5891,Anytime Fitness,Fitness & Wellness,3.6,51-200 Employees,Delhi +20 more
5892,Takenaka,Architecture & Interior Design,4.0,201-500 Employees,Osaka +13 more
5893,Covestro,201-500 Employees,4.4,Forbes Global 2000,Leverkusen +7 more
5894,Banaras Hindu University,Education & Training,4.6,501-1k Employees,Varanasi/Benaras +13 more
5895,Pin Click,Real Estate,2.9,51-200 Employees,9 years old
5896,Hy Gro Chemicals Pharmtek,Pharma,3.9,51-200 Employees,Secunderabad +5 more
5897,River Engineering,Industrial Machinery,3.9,51-200 Employees,Greater Noida +2 more
5898,Shankaranarayana Constructions,Engineering & Construction,4.0,1k-5k Employees,Bangalore/Bengaluru +8 more
5899,Putzmeister Concrete Machines,Industrial Machinery,3.9,201-500 Employees,Aichtal +18 more
5900,Embio Limited mahad Raigad,Pharma,3.7,51-200 Employees,Mumbai +5 more
5901,Rishabh Software,Software Product,3.9,501-1k Employees,Vadodara/Baroda +2 more
5902,Punjab & Sind Bank,Banking,3.4,5k-10k Employees,115 years old
5903,Gyansys Infotech,IT Services & Consulting,2.9,201-500 Employees,Carmel +5 more
